0,36447261,-383,0
1,36447357,-381,0
2,36447438,-381,0
3,36447518,-403,0
4,36447598,-436,0
5,36447684,-413,0
6,36447766,-396,0
7,36447846,-325,0
8,36447941,-151,0
9,36448039,37,0
10,36448135,107,0
11,36448225,117,0
12,36448320,231,0
13,36448405,237,0
14,36448490,143,0
15,36448578,178,0
16,36448659,204,0
17,36448739,100,0
18,36448837,149,0
19,36448928,227,0
20,36449019,150,0
21,36449113,138,0
22,36449207,226,0
23,36449298,138,0
24,36449398,123,0
25,36449483,216,0
26,36449570,208,0
27,36449651,131,0
28,36449744,200,0
29,36449827,227,0
30,36449918,138,0
31,36450018,175,0
32,36450108,234,0
33,36450201,150,0
34,36450300,149,0
35,36450395,236,0
36,36450482,176,0
37,36450580,135,0
38,36450662,222,0
39,36450745,199,0
40,36450828,133,0
41,36450919,207,0
42,36451000,223,0
43,36451086,131,0
44,36451179,183,0
45,36451263,235,0
46,36451359,150,0
47,36451441,161,0
48,36451537,224,0
49,36451631,141,0
50,36451713,180,0
51,36451807,234,0
52,36451894,153,0
53,36451992,158,0
54,36452082,239,0
55,36452172,177,0
56,36452267,141,0
57,36452365,227,0
58,36452464,199,0
59,36452548,199,0
60,36452644,211,0
61,36452727,220,0
62,36452818,134,0
63,36452917,189,0
64,36453002,234,0
65,36453095,148,0
66,36453195,164,0
67,36453283,237,0
68,36453378,168,0
69,36453468,145,0
70,36453565,233,0
71,36453651,224,0
72,36453751,135,0
73,36453840,217,0
74,36453936,210,0
75,36454029,137,0
76,36454123,198,0
77,36454207,227,0
78,36454294,139,0
79,36454388,173,0
80,36454483,241,0
81,36454565,155,0
82,36454647,149,0
83,36454728,237,0
84,36454819,183,0
85,36454914,137,0
86,36455004,220,0
87,36455102,204,0
88,36455193,131,1
89,36455289,205,1
90,36455374,238,1
91,36455461,190,1
92,36455550,288,1
93,36455639,391,1
94,36455720,326,1
95,36455820,395,1
96,36455911,386,1
97,36455993,300,1
98,36456090,250,1
99,36456182,316,1
100,36456282,271,1
101,36456382,196,1
102,36456466,266,1
103,36456546,264,1
104,36456627,175,1
105,36456711,226,1
106,36456795,267,1
107,36456887,233,1
108,36456987,199,1
109,36457078,275,1
110,36457170,198,1
111,36457269,178,1
112,36457356,266,1
113,36457441,217,1
114,36457530,171,1
115,36457628,255,1
116,36457714,245,1
117,36457812,165,1
118,36457897,229,1
119,36457997,199,1
120,36458084,176,1
121,36458164,210,1
122,36458247,273,1
123,36458333,196,1
124,36458420,192,1
125,36458502,289,1
126,36458602,277,1
127,36458684,286,1
128,36458771,378,1
129,36458870,330,1
130,36458958,215,1
131,36459038,206,1
132,36459122,285,1
133,36459217,173,1
134,36459301,207,1
135,36459385,256,1
136,36459472,167,1
137,36459555,181,1
138,36459643,265,1
139,36459724,199,1
140,36459822,164,1
141,36459906,244,1
142,36460004,217,1
143,36460100,149,0
144,36460182,223,0
145,36460272,235,0
146,36460369,151,0
147,36460451,206,0
148,36460551,249,0
149,36460647,163,0
150,36460731,180,0
151,36460818,251,0
152,36460904,185,0
153,36460990,164,0
154,36461078,164,0
155,36461158,216,0
156,36461238,150,0
157,36461324,235,0
158,36461419,231,0
159,36461500,151,0
160,36461596,211,0
161,36461695,246,0
162,36461781,158,0
163,36461878,191,0
164,36461978,252,0
165,36462075,178,0
166,36462172,196,0
167,36462258,252,0
168,36462340,201,0
169,36462423,154,0
170,36462506,239,0
171,36462599,223,0
172,36462683,149,0
173,36462781,219,0
174,36462871,241,0
175,36462970,155,0
176,36463056,195,0
177,36463138,255,0
178,36463236,230,0
179,36463329,173,0
180,36463428,253,0
181,36463520,191,0
182,36463607,156,0
183,36463705,243,0
184,36463798,216,0
185,36463884,146,0
186,36463968,224,0
187,36464062,239,0
188,36464149,149,0
189,36464231,203,0
190,36464323,252,0
