1328,1616112785689,439,0
1329,1616112785783,491,0
1330,1616112785877,502,0
1331,1616112785971,496,0
1332,1616112786065,488,0
1333,1616112786159,437,0
1334,1616112786253,446,0
1335,1616112786347,517,0
1336,1616112786441,519,0
1337,1616112786535,462,0
1338,1616112786629,442,0
1339,1616112786720,468,0
1340,1616112786815,478,0
1341,1616112786910,520,0
1342,1616112787005,512,0
1343,1616112787100,436,0
1344,1616112787195,434,0
1345,1616112787290,503,0
1346,1616112787385,511,0
1347,1616112787480,490,0
1348,1616112787575,477,0
1349,1616112787670,445,0
1350,1616112787765,447,0
1351,1616112787860,519,0
1352,1616112787952,522,0
1353,1616112788046,455,0
1354,1616112788140,445,0
1355,1616112788234,466,0
1356,1616112788328,477,0
1357,1616112788422,512,0
1358,1616112788516,501,0
1359,1616112788610,433,0
1360,1616112788704,430,1
1361,1616112788798,490,1
1362,1616112788892,498,1
1363,1616112788986,473,1
1364,1616112789080,482,1
1365,1616112789174,423,1
1366,1616112789268,748,1
1367,1616112789362,583,1
1368,1616112789456,903,1
1369,1616112789550,518,1
1370,1616112789644,612,1
1371,1616112789738,327,1
1372,1616112789832,480,1
1373,1616112789926,499,1
1374,1616112790020,504,1
1375,1616112790114,437,1
1376,1616112790208,437,0
1377,1616112790302,510,0
1378,1616112790392,516,0
1379,1616112790486,481,0
1380,1616112790580,472,0
1381,1616112790674,451,0
1382,1616112790768,463,0
1383,1616112790862,523,0
1384,1616112790956,524,0
1385,1616112791050,446,0
1386,1616112791144,444,0
1387,1616112791238,488,0
1388,1616112791332,499,0
1389,1616112791426,502,0
1390,1616112791520,498,0
1391,1616112791609,438,0
1392,1616112791703,441,0
1393,1616112791797,517,0
1394,1616112791891,517,0
1395,1616112791985,479,0
1396,1616112792079,464,0
1397,1616112792173,457,0
1398,1616112792267,477,0
1399,1616112792361,523,0
1400,1616112792455,516,0
1401,1616112792549,447,0
1402,1616112792643,439,0
1403,1616112792737,493,0
1404,1616112792830,497,0
1405,1616112792924,499,0
1406,1616112793018,493,0
1407,1616112793112,437,0
1408,1616112793206,441,0
1409,1616112793300,516,0
1410,1616112793394,517,0
1411,1616112793488,474,0
1412,1616112793582,457,0
1413,1616112793676,462,0
1414,1616112793770,469,0
1415,1616112793864,521,0
1416,1616112793958,514,0
1417,1616112794049,440,0
1418,1616112794143,439,0
1419,1616112794237,494,0
1420,1616112794331,502,0
1421,1616112794425,497,0
1422,1616112794519,492,0
1423,1616112794613,441,0
1424,1616112794707,443,0
1425,1616112794801,514,0
1426,1616112794895,523,0
1427,1616112794989,469,0
1428,1616112795083,444,0
1429,1616112795177,462,0
1430,1616112795269,472,0
1431,1616112795363,520,0
1432,1616112795457,514,0
1433,1616112795551,439,0
1434,1616112795645,438,0
1435,1616112795739,493,0
1436,1616112795833,504,0
1437,1616112795927,493,0
1438,1616112796021,485,0
1439,1616112796115,443,0
1440,1616112796209,442,0
1441,1616112796303,520,0
1442,1616112796397,517,0
1443,1616112796485,464,0
1444,1616112796579,449,0
1445,1616112796673,465,0
1446,1616112796767,473,0
1447,1616112796861,515,0
1448,1616112796955,507,0
1449,1616112797049,435,0
1450,1616112797143,434,0
1451,1616112797237,495,0
1452,1616112797331,502,0
1453,1616112797425,488,0
1454,1616112797519,483,0
1455,1616112797613,438,0
1456,1616112797704,445,0
1457,1616112797798,513,0
1458,1616112797892,515,0
1459,1616112797986,461,0
1460,1616112798080,444,0
1461,1616112798174,466,0
1462,1616112798268,471,0
1463,1616112798362,513,0
1464,1616112798456,507,0
1465,1616112798550,434,0
1466,1616112798644,430,0
1467,1616112798738,495,0
1468,1616112798832,501,0
1469,1616112798921,482,0
1470,1616112799015,481,0
1471,1616112799109,434,0
1472,1616112799203,441,0
1473,1616112799297,508,0
1474,1616112799391,512,0
1475,1616112799485,448,1
1476,1616112799579,434,1
1477,1616112799673,444,1
1478,1616112799767,450,1
1479,1616112799861,484,1
1480,1616112799955,473,1
1481,1616112800049,382,1
1482,1616112800142,358,1
1483,1616112800236,384,1
1484,1616112800330,314,1
1485,1616112800424,269,1
1486,1616112800518,249,1
1487,1616112800612,192,1
1488,1616112800706,241,1
1489,1616112800800,201,1
1490,1616112800894,242,1
1491,1616112800988,337,1
1492,1616112801082,558,1
1493,1616112801176,462,1
1494,1616112801270,674,1
1495,1616112801361,808,1
1496,1616112801455,990,1
1497,1616112801549,1035,1
1498,1616112801643,815,1
1499,1616112801737,697,1
1500,1616112801831,612,1
1501,1616112801925,552,1
1502,1616112802019,522,1
1503,1616112802113,461,1
1504,1616112802207,452,1
1505,1616112802301,522,1
1506,1616112802395,522,0
1507,1616112802489,469,0
1508,1616112802577,463,0
1509,1616112802671,463,0
1510,1616112802765,465,0
1511,1616112802859,518,0
1512,1616112802953,515,0
1513,1616112803047,444,0
1514,1616112803141,436,0
1515,1616112803235,488,0
1516,1616112803329,497,0
1517,1616112803423,501,0
1518,1616112803517,488,0
1519,1616112803611,439,0
1520,1616112803705,440,0
1521,1616112803798,508,0
1522,1616112803892,518,0
1523,1616112803986,475,0
1524,1616112804080,468,0
1525,1616112804174,456,0
1526,1616112804268,461,0
