0,36447261,-574,0
1,36447350,-572,0
2,36447449,-574,0
3,36447541,-596,0
4,36447637,-628,0
5,36447717,-604,0
6,36447817,-590,0
7,36447898,-519,0
8,36447987,-342,0
9,36448070,-154,0
10,36448150,-81,0
11,36448240,-75,0
12,36448324,37,0
13,36448413,45,0
14,36448504,-49,0
15,36448593,-14,0
16,36448685,12,0
17,36448784,-92,0
18,36448868,-43,0
19,36448961,36,0
20,36449045,-41,0
21,36449135,-56,0
22,36449224,34,0
23,36449310,-57,0
24,36449404,-67,0
25,36449497,23,0
26,36449585,17,0
27,36449667,-60,0
28,36449751,5,0
29,36449851,33,0
30,36449949,-56,0
31,36450046,-17,0
32,36450130,42,0
33,36450221,-42,0
34,36450315,-44,0
35,36450407,42,0
36,36450489,-19,0
37,36450575,-58,0
38,36450665,27,0
39,36450747,6,0
40,36450842,-61,0
41,36450932,16,0
42,36451014,29,0
43,36451109,-61,0
44,36451191,-9,0
45,36451279,44,0
46,36451369,-42,0
47,36451458,-29,0
48,36451551,34,0
49,36451644,-49,0
50,36451742,-14,0
51,36451825,46,0
52,36451920,-40,0
53,36452000,-34,0
54,36452091,45,0
55,36452187,-19,0
56,36452273,-51,0
57,36452357,36,0
58,36452446,8,0
59,36452533,8,0
60,36452623,19,0
61,36452710,28,0
62,36452792,-56,0
63,36452889,-2,0
64,36452989,40,0
65,36453086,-46,0
66,36453167,-32,0
67,36453267,45,0
68,36453357,-24,0
69,36453452,-48,0
70,36453532,41,0
71,36453623,32,0
72,36453705,-57,0
73,36453799,23,0
74,36453884,18,0
75,36453977,-58,0
76,36454064,7,0
77,36454156,36,0
78,36454238,-52,0
79,36454337,-19,0
80,36454429,50,0
81,36454527,-36,0
82,36454612,-42,0
83,36454693,50,0
84,36454776,-12,0
85,36454857,-56,0
86,36454947,30,0
87,36455032,11,0
88,36455130,-62,0
89,36455217,11,0
90,36455313,31,0
91,36455401,-57,0
92,36455485,-15,0
93,36455579,39,0
94,36455674,-51,0
95,36455771,22,0
96,36455871,31,0
97,36455970,-42,0
98,36456053,-74,0
99,36456148,4,0
100,36456238,-41,1
101,36456326,-127,1
102,36456419,-53,1
103,36456515,-74,1
104,36456606,-195,1
105,36456699,-199,1
106,36456789,-167,1
107,36456876,-185,1
108,36456957,-190,1
109,36457042,-90,1
110,36457125,-139,1
111,36457222,-138,1
112,36457302,-32,1
113,36457392,-82,1
114,36457478,-164,1
115,36457560,-168,1
116,36457656,-266,1
117,36457746,-382,1
118,36457835,-302,1
119,36457923,-292,1
120,36458016,-284,1
121,36458114,-227,1
122,36458207,-133,1
123,36458296,-187,1
124,36458379,-167,1
125,36458469,-48,1
126,36458557,-87,1
127,36458643,-119,1
128,36458742,-24,1
129,36458824,-42,1
130,36458911,-106,1
131,36458996,-102,1
132,36459084,-18,1
133,36459172,-101,1
134,36459264,-51,1
135,36459348,7,1
136,36459430,-77,1
137,36459514,-69,1
138,36459600,6,1
139,36459697,-65,1
140,36459786,-109,1
141,36459885,-30,1
142,36459972,-67,1
143,36460055,-145,1
144,36460147,-70,1
145,36460241,-59,1
146,36460339,-141,1
147,36460435,-79,1
148,36460526,-36,1
149,36460609,-120,1
150,36460699,-103,1
151,36460787,-33,1
152,36460873,-95,1
153,36460969,-115,1
154,36461051,-117,1
155,36461149,-63,1
156,36461241,-132,1
157,36461335,-43,1
158,36461420,-49,1
159,36461508,-130,1
160,36461606,-70,1
161,36461701,-37,1
162,36461781,-122,1
163,36461871,-91,1
164,36461968,-27,1
165,36462055,-101,1
166,36462135,-82,1
167,36462220,-28,1
168,36462316,-81,1
169,36462405,-126,1
170,36462502,-44,1
171,36462601,-56,1
172,36462693,-133,1
173,36462790,-62,1
174,36462883,-42,1
175,36462973,-125,1
176,36463072,-85,1
177,36463160,-22,1
178,36463248,-51,1
179,36463338,-107,1
180,36463419,-27,1
181,36463514,-93,1
182,36463600,-124,1
183,36463688,-36,1
184,36463770,-65,1
185,36463859,-133,1
186,36463959,-55,1
187,36464048,-42,1
188,36464132,-131,1
189,36464215,-79,1
190,36464300,-28,1
191,36464397,-117,1
192,36464486,-103,1
193,36464581,-27,1
194,36464678,-98,1
195,36464767,-127,1
196,36464864,-34,1
197,36464954,-74,1
198,36465041,-132,1
199,36465126,-46,1
200,36465219,-52,1
201,36465313,-133,1
202,36465405,-30,1
203,36465488,-38,1
204,36465585,-122,1
205,36465666,-93,1
206,36465746,-28,1
207,36465837,-104,1
208,36465924,-115,1
209,36466008,-28,1
210,36466090,-79,1
211,36466175,-129,1
